"","nzffdRecordNumber","institutionRecordNumber","eventDate","eventTime","institution","samplingPurpose","waterBody","waterBodyType","waterPermanence","site","catchmentNumber","catchmentName","eastingNZTM","northingNZTM","decimalLongitude","decimalLatitude","recSegment","minimumElevation","distanceOcean","siteTidal","siteLandlocked","downstreamBarrier","eventLocationRemarks","siteReachLength","siteAverageWidth","minimumSampledDepth","maximumSampledDepth","waterLevel","waterColour","waterClarity","clarityMethod","waterTemperature","waterConductivity","waterDissolvedOxygenPercent","waterDissolvedOxygenPPM","waterPH","waterSalinity","habitatFlowPercent","habitatSubstratePercent","habitatInstreamCoverPresent","habitatRiparianVegPercent","samplingMethod","samplingProtocol","EfmNumberOfPasses","EfmVoltage","EfmPulseRate","EfmPulseRateWidth","EfmAnodeSize","EfmMinutes","EfmArea","NetsTrapsTotalNumber","NetsTrapsBaited","NetsTrapsMeshSize","NetsTrapsDayNight","NetsTrapsAverageSetTime","ObservationArea","taxonName","taxonCommonName","taxonRemarks","totalCount","present","soughtNotDetected","occurrenceRemarks","minLength","maxLength","indLengths","dataVersion"
"172",118384,"25","2020-03-16","22:25","Department of Conservation Otago","","Duncan Bay Stream","Stream","Perennial",NA,"587.000","Duncan Bay",1663968,5446677,-41.128691,173.762086,11009455,38,1.34,"n","n","n","",400,4.688,NA,0.7,"Low","Clear",NA,NA,14,0.14,NA,NA,NA,NA,"Fine gravel:5, Bedrock:5, Boulders (> 257 mm):10, Cobbles (64-257 mm):50, Coarse gravel:30","Periphyton:n, Undercut banks:y, Wood/instream debris:y, Macrophytes-algae:y, Macrophytes:n, Cobbles:y, Bank vegetation:y","Pool:30, Backwater:10, Torrent:10, Riffle:30, Run:20","Native forest:100","Observation - Spotlighting capture to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,1125,"Gobiomorphus cotidianus","Common bully","",29,"false","false",NA,70,110,"80,110,80,80,70,70,70,70,80,80,75,70,80,90","V1"
"173",1481,"","1968-01-09","10:00","NIWA","","Awapatu Stream","Not Entered","Perennial",NA,"327.308","Rangitikei R",1841360,5637144,-39.381465,175.802222,7191502,850,213.8,"n","u","u","C.",200,2,NA,0.5,"Unknown","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Sand (1-2 mm):10, Fine gravel:45, Coarse gravel:45","","Run:85, Riffle:10, Pool:5","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salvelinus fontinalis","Brook char","",40,"false","false",NA,NA,NA,"","V1"
"174",7095,"","1984-10-03","13:00","Waikato Regional Council","","Unnamed wetland","Not Entered","Perennial",NA,"434.140","Waikato R",1782084,5857348,-37.412782,175.057497,5,7,59.9,"n","u","u","CV.",NA,NA,NA,0.5,"Unknown","Tea coloured or brown",NA,NA,19.6,NA,NA,NA,6.8,NA,"Mud:100","","Still:80, Run:20","","Other net - combination of nets and traps","Unknown",NA,NA,NA,NA,"",NA,NA,1000,"","",NA,NA,NA,"Neochanna diversus","Black mudfish","",3,"false","false",NA,NA,40,"","V1"
"175",1978,"","1980-12-14","12:35","NIWA","","Rangitikei River","Not Entered","Perennial",NA,"327.000","Rangitikei R",1861478,5625649,-39.47904,176.039995,7198269,560,185.2,"n","u","u","CV.",40,NA,NA,NA,"Medium","Colourless",NA,NA,16,NA,NA,NA,NA,NA,"Coarse gravel:25, Boulders (> 257 mm):50, Fine gravel:25","","Run:100","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,80,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",14,"false","false",NA,39,60,"","V1"
"176",6523,"","1992-02-20","day","NIWA","","Kimberley Creek","Not Entered","Perennial",NA,"950.030","Granite C",1528942,5428605,-41.290875,172.151355,12015365,30,7.5,"n","u","u","",18,3.2,NA,0.7,"Medium","Tea coloured or brown",NA,NA,14.3,NA,NA,NA,6.6,NA,"Coarse gravel:17, Boulders (> 257 mm):13, Fine gravel:20, Cobbles (64-257 mm):50","Undercut banks:y, Macrophytes-algae:n, Bank vegetation:n, Wood/instream debris:y","Riffle:40, Run:60","Grass/tussock:100","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,25,NA,"","",NA,NA,NA,"Paratya curvirostris","Freshwater Shrimp","",NA,"true","false",NA,NA,NA,"","V1"
"177",2976,"","1980-03-12","08:55","NIWA","","Whakapapa River","Not Entered","Perennial",NA,"333.700","Whanganui R",1813128,5667238,-39.117972,175.465239,7170971,670,301.3,"n","u","u","V.",50,20,NA,0.4,"Medium","Colourless",NA,NA,9.5,NA,NA,NA,NA,NA,"Coarse gravel:45, Boulders (> 257 mm):5, Fine gravel:45, Sand (1-2 mm):5","Macrophytes-algae:n, Bank vegetation:n, Undercut banks:n, Wood/instream debris:n","Riffle:100","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",1,"false","false",NA,NA,NA,"","V1"
"178",105197,"1477","1989-01-01","","Canterbury University","","Rakeahua River tributary","Not Entered","Unknown",NA,"787.000","Stewart Island",1210567,4783931,-46.98347,167.878714,15001805,-4,2.43,"u","u","u","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Other net - combination of nets and traps","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias maculatus","Inanga","",13,"false","false",NA,NA,NA,"","V1"
"179",112858,"168","2017-10-19","17:29","Department of Conservation Otago","","Teviot River tributary","Wetland","Unknown",NA,"752.470","Clutha R",1333803,4949898,-45.553522,169.589487,14259196,727,159.76,"u","u","u","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Traps - G minnow (fine mesh, unbaited)","Unknown",NA,NA,NA,NA,"",NA,NA,1,"","",NA,NA,NA,"Nil","No species recorded","",1,"false","false",NA,NA,NA,"","V1"
"180",20284,"","2000-09-20","night","Department of Conservation Northland","","Unnamed wetland","Not Entered","Ephemeral",NA,"036.000","Kerikeri In",1691958,6100397,-35.235279,174.010624,1007212,15,4.1,"n","u","u","",NA,NA,NA,NA,"Unknown","Tea coloured or brown",NA,NA,11,NA,NA,NA,5.8,NA,"Mud:100","Wood/instream debris:n, Bank vegetation:n, Macrophytes-algae:n, Undercut banks:n","Still:100","Grass/tussock:50, Scrub:50","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,5,"","",NA,NA,NA,"Neochanna heleios","Northland mudfish","",24,"false","false",NA,15,113,"","V1"
"181",100767,"25","2014-01-07","","Unknown Institution","","Buchanans Creek","Not Entered","Unknown",NA,"709.011","Waihao R",1451761,5039840,-44.779466,171.126336,13200746,10,6,"n","u","u","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Neochanna burrowsius","Canterbury mudfish","",3,"false","false",NA,NA,NA,"","V1"
"182",5737,"","1983-08-09","13:00","Waikato Regional Council","","Paratawa Stream","Not Entered","Perennial",NA,"434.220","Waikato R",1786161,5809648,-37.841622,175.115687,3066132,30,134.6,"n","u","u","C.",30,NA,NA,NA,"Unknown","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:35, Fine gravel:35, Mud:10, Sand (1-2 mm):20","","Riffle:20, Pool:20, Run:60","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus basalis","Crans bully","",NA,"true","false",NA,NA,NA,"","V1"
"183",16607,"","1997-12-17","15:30","Department of Conservation East Coast","","Waiopoahu Stream","Not Entered","Perennial",NA,"165.010","Motu R",2004363,5796073,-37.893062,177.59775,4074507,30,5,"n","u","u","",100,3.5,NA,1.2,"Low","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Bedrock:20, Cobbles (64-257 mm):20, Coarse gravel:20, Boulders (> 257 mm):20, Fine gravel:20","Macrophytes-algae:n, Bank vegetation:n, Undercut banks:y, Wood/instream debris:y","Rapid:20, Riffle:10, Run:20, Pool:50","Exotic forest:60, Grass/tussock:30, Native forest:10","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus huttoni","Redfin bully","",13,"false","false",NA,NA,NA,"","V1"
"184",19288,"","2002-07-02","","Department of Conservation Hawkes Bay","","Unnamed pond","Not Entered","Perennial",NA,"250.370","Akitio R",1886314,5515991,-40.457446,176.376535,5,140,44.7,"n","u","u","",NA,NA,NA,NA,"High","Tea coloured or brown",NA,NA,NA,NA,NA,NA,NA,NA,"","","Still:100","","Gill net - Single mesh","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Cyprinus carpio","Koi carp","killed.",2,"false","false",NA,520,560,"","V1"
"185",13460,"","1993-10-06","13:00","Department of Conservation Hawkes Bay","","Ngaruroro River","Not Entered","Perennial",NA,"231.000","Ngaruroro R",1937543,5612570,-39.570158,176.929245,8206135,0,0.2,"y","u","u","",NA,NA,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:100","Bank vegetation:n, Macrophytes-algae:n, Wood/instream debris:n, Undercut banks:n","","","Other net - Hand net","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias maculatus","Inanga","500 g whitebait taken.",1,"false","false",NA,75,NA,"","V1"
"186",100297,"5","2012-10-16","","Department of Conservation Otago","","Lake Tuakitoto","Not Entered","Perennial",NA,"752.020","Clutha R",1354876,4880149,-46.188084,169.823499,14303843,20,21,"n","u","y","",112,0.6,NA,0.3,"High","",NA,NA,NA,NA,NA,NA,NA,NA,"Mud:20, Sand (1-2 mm):20, Fine gravel:60, Coarse gravel:0, Cobbles (64-257 mm):0, Boulders (> 257 mm):0, Bedrock:0","Macrophytes-algae:n, Wood/instream debris:y, Bank vegetation:y, Undercut banks:y","Still:50, Backwater:0, Pool:0, Run:50, Riffle:0, Torrent:0, Cascade:0","Grass/tussock:100","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias argenteus","Giant kokopu","",NA,"true","false",NA,NA,NA,"","V1"
"187",9729,"","2000-03-15","day","Massey University","","Waituna Stream","Not Entered","Perennial",NA,"327.090","Rangitikei R",1813380,5561703,-40.06793,175.502118,7229126,90,48.8,"n","u","u","",94,4.6,NA,NA,"Unknown","",NA,NA,15.3,NA,NA,NA,8.4,NA,"Fine gravel:79, Cobbles (64-257 mm):5, Coarse gravel:16","","Riffle:5, Run:85, Backwater:5, Pool:5","Grass/tussock:45, Exotic forest:5, Native forest:5, Scrub:45","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,436,NA,"","",NA,NA,NA,"Paranephrops","Koura","",4,"false","false",NA,NA,NA,"","V1"
"188",26421,"","1990-01","","Department of Conservation Canterbury","","Barrys Bay Stream","Not Entered","Perennial",NA,"674.070","Akaroa Hbr",1592691,5154900,-43.758909,172.909203,13139352,5,0.4,"u","u","n","Captured by children.",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Other - Not listed","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias fasciatus","Banded kokopu","",2,"false","false",NA,150,NA,"","V1"
"189",17743,"","1998-04-21","15:00","NIWA","","Otaki River tributary","Not Entered","Perennial",NA,"318.000","Otaki R",1783983,5483685,-40.777232,175.180227,9250811,40,8.3,"n","u","u","",NA,2,NA,0.6,"Low","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Sand (1-2 mm):5, Boulders (> 257 mm):5, Coarse gravel:15, Cobbles (64-257 mm):15, Fine gravel:60","","Pool:100","Exposed bed:10, Native forest:90","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,44,NA,"","",NA,NA,NA,"Galaxias fasciatus","Banded kokopu","",1,"false","false",NA,63,NA,"","V1"
"190",25104,"","2000-01-22","20:25","Department of Conservation Otago","","Shepherds Creek","Not Entered","Unknown",NA,"752.881","Clutha R",1316556,5018681,-44.928794,169.408148,14213330,420,231.6,"n","u","y","",NA,0.5,NA,0.3,"Low","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):10, Mud:20, Fine gravel:40, Sand (1-2 mm):30","Macrophytes-algae:y, Undercut banks:y, Bank vegetation:y, Wood/instream debris:n","Pool:50, Run:50","Grass/tussock:100","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,32,NA,"","",NA,NA,NA,"Nil","No species recorded","",NA,"false","false",NA,NA,NA,"","V1"
"191",55720,"","1965-02-10","day","NIWA","","Waimana Stream","Not Entered","Perennial",NA,"100.000","Waimana S",1816080,5914722,-36.888762,175.424786,3038799,0,0,"y","u","u","",548,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Paranephrops","Koura","",NA,"true","false",NA,NA,NA,"","V1"
"192",20479,"","2001-01-30","09:00","Department of Conservation Canterbury","","Unnamed stream Secretary Island","Not Entered","Perennial",NA,"833.000","Secretary I",1126227,4966512,-45.294798,166.957639,15247688,2,0.1,"n","u","u","",NA,NA,NA,NA,"Low","Tea coloured or brown",NA,NA,NA,NA,NA,NA,NA,NA,"Sand (1-2 mm):10, Fine gravel:25, Coarse gravel:40, Mud:5, Cobbles (64-257 mm):20","Wood/instream debris:y, Bank vegetation:y, Undercut banks:y","Run:30, Riffle:10, Pool:60","Native forest:100","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,2,"","",NA,NA,NA,"Galaxias brevipinnis","Koaro","",7,"false","false",NA,NA,NA,"","V1"
"193",18203,"","1998-03-04","15:30","Cawthron Institute","","Pike Stream","Not Entered","Perennial",NA,"914.220","Grey R",1476741,5324855,-42.218761,171.506572,12062509,210,55.3,"n","u","u","",NA,12,NA,1,"Medium","Green",NA,NA,12,NA,NA,NA,NA,NA,"Coarse gravel:10, Fine gravel:10, Cobbles (64-257 mm):20, Sand (1-2 mm):10, Boulders (> 257 mm):50","Wood/instream debris:y, Macrophytes-algae:n, Bank vegetation:n, Undercut banks:n","Rapid:10, Pool:20, Run:35, Riffle:35","Exposed bed:20, Native forest:80","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,138,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",5,"false","false",NA,NA,NA,"","V1"
"194",7598,"","1986-06-27","14:55","Cawthron Institute","","Ongarahu Stream","Not Entered","Perennial",NA,"434.420","Waikato R",1861396,5729513,-38.544413,175.999267,3123753,460,264.2,"n","u","u","",50,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Oncorhynchus mykiss","Rainbow trout","",1,"false","false",NA,105,NA,"","V1"
"195",18912,"","2004-02-17","10:30","NIWA","","Waikawau River","Not Entered","Perennial",NA,"108.000","Waikawau R",1820906,5949239,-36.57677,175.468917,3034100,55,5.2,"n","u","n","",29,1.9,NA,0.6,"Medium","Colourless",NA,NA,16.1,0.12,NA,NA,NA,NA,"Fine gravel:25, Boulders (> 257 mm):3, Bedrock:30, Cobbles (64-257 mm):6, Sand (1-2 mm):22, Coarse gravel:14","Undercut banks:n, Bank vegetation:n, Wood/instream debris:y, Macrophytes-algae:n","Riffle:24, Pool:69, Cascade:7","Grass/tussock:20, Exposed bed:5, Native forest:75","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,54,NA,"","",NA,NA,NA,"Galaxias fasciatus","Banded kokopu","",2,"false","false",NA,54,59,"","V1"
"196",17275,"","2001-02-26","13:30","Department of Conservation Nelson Marlborough","","Lake Killarney","Not Entered","Perennial",NA,"529.000","Takaka R",1583721,5477680,-40.851767,172.806868,5,10,4.5,"n","u","u","gamaff gobcot eradicated 04/2001.",NA,80,NA,2,"Low","Green",NA,NA,NA,NA,NA,NA,NA,NA,"Sand (1-2 mm):5, Fine gravel:10, Coarse gravel:10, Mud:75","Macrophytes-algae:y, Bank vegetation:y, Wood/instream debris:y","Still:100","Exotic forest:10, Native forest:10, Grass/tussock:10, Scrub:15, Raupo/flax:55","Observation - Observation","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,50,"Nil","No species recorded","",NA,"false","false",NA,NA,NA,"","V1"
"197",109839,"SW1","2016-05-06","12:40","Bioresearches","","Oteha Valley Stormwater Pond East","Not Entered","Perennial",NA,"078.030","Waitemata Hbr",1752967,5935066,-36.717791,174.71281,2035736,53,3.71,"n","u","u","15168 DO 83.6% 2 x fyke. 4 x Gee minnow",NA,13,NA,NA,"Medium","Other",NA,NA,22.2,0.42,NA,NA,NA,NA,"Mud:100","Bank vegetation:n, Macrophytes-algae:y, Wood/instream debris:n, Undercut banks:n","Pool:100","Scrub:30, Other:40, Grass/tussock:30","Other net - combination of nets and traps","Unknown",NA,NA,NA,NA,"",NA,NA,6,"","",NA,NA,NA,"Anguilla australis","Shortfin eel","",1,"false","false",NA,760,NA,"","V1"
"198",7993,"","1986-12-01","day","Fish and Game West Coast","","Toaroha River tributary","Not Entered","Perennial",NA,"906.054","Hokitika R",1446733,5249176,-42.894639,171.122845,12095395,70,30,"n","u","u","CV.",30,2,NA,0.5,"Medium","",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:15, Sand (1-2 mm):20, Boulders (> 257 mm):50, Fine gravel:15","","Pool:10, Riffle:60, Run:30","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",2,"false","false",NA,58,59,"","V1"
"199",5436,"","1999-06-30","day","NIWA","","Waipara River","Not Entered","Perennial",NA,"659.000","Waipara R",1581796,5226870,-43.11068,172.776259,13105558,25,7.2,"n","u","u","3 new species on 2nd pass.",30,9.6,NA,0.8,"High","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):7, Sand (1-2 mm):12, Coarse gravel:46, Fine gravel:34, Boulders (> 257 mm):1","Wood/instream debris:n, Bank vegetation:n, Undercut banks:y, Macrophytes-algae:n","Riffle:41, Run:59","Exposed bed:75, Grass/tussock:25","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,288,NA,"","",NA,NA,NA,"Gobiomorphus hubbsi","Bluegill bully","",24,"false","false",NA,45,65,"","V1"
"200",101910,"740","2014-06-05","","Department of Conservation Otago","","Stony Creek","Stream","Perennial",NA,"743.790","Taieri R",1354949,4978632,-45.303031,169.874285,14239873,570,204.09,"n","u","n","",30,NA,NA,NA,"High","",NA,NA,NA,NA,NA,NA,NA,NA,"","","Run:30, Torrent:20, Riffle:30, Pool:20","Exposed bed:50, Grass/tussock:50","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",6,"false","false",NA,NA,NA,"","V1"
